,app_id,app_name,neg,pos,steam_score,wilson
3180,208670,Blades of Time,267,"1,122",80.78%,78.30%
3181,223220,Giana Sisters: Twisted Dreams,279,"1,168",80.72%,78.29%
3182,263100,9.03m,162,710,81.42%,78.29%
3183,466870,Aurora Nights,28,159,85.03%,78.27%
3184,550810,Abduction Bit,2,32,94.12%,78.26%
3185,526800,Cubotrox,2,32,94.12%,78.26%
3186,11330,Obulis,111,505,81.98%,78.26%
3187,13630,Tom Clancy's Ghost Recon: Island Thunder,2,32,94.12%,78.26%
3188,503180,miniLAW: Ministry of Law,2,32,94.12%,78.26%
3189,393420,Hurtworld,"3,164","11,908",79.01%,78.25%
3190,208860,Mad Riders,12,85,87.63%,78.24%
3191,332580,Mimpi,12,85,87.63%,78.24%
3192,468740,Snow Fortress,3,38,92.68%,78.24%
3193,614910,#monstercakes,12,85,87.63%,78.24%
3194,403940,Dungelot : Shattered Lands,60,296,83.15%,78.24%
3195,494960,Twisted Arrow,3,38,92.68%,78.24%
3196,495910,Dungeon Fighter Online,265,"1,110",80.73%,78.23%
3197,295730,Sweezy Gunner,34,185,84.47%,78.22%
3198,412620,CropDuster Supreme,8,65,89.04%,78.21%
3199,487330,Totally Unbalanced,8,65,89.04%,78.21%
3200,516590,CyberThreat,8,65,89.04%,78.21%
3201,442500,Age of Gladiators,65,316,82.94%,78.20%
3202,215080,WAKFU,848,"3,316",79.63%,78.20%
3203,294230,Millie,84,394,82.43%,78.19%
3204,418670,Pankapu,23,136,85.53%,78.19%
3205,340050,Survivalist,303,"1,254",80.54%,78.19%
3206,11610,Dragon Nest,331,"1,361",80.44%,78.19%
3207,332380,Asguaard,9,70,88.61%,78.19%
3208,495680,Overdriven Reloaded,0,18,100%,78.18%
3209,333930,Dirty Bomb,"8,042","29,638",78.66%,78.18%
3210,438440,Star Rogue,0,18,100%,78.18%
3211,570490,SHENZHEN SOLITAIRE,0,18,100%,78.18%
3212,511380,Pozzo Jello Crusade,0,18,100%,78.18%
3213,403270,Cloudrift,0,18,100%,78.18%
3214,554470,BladeShield,0,18,100%,78.18%
3215,639220,Throttle Powah VR,0,18,100%,78.18%
3216,616030,Eventide Night,0,18,100%,78.18%
3217,7620,Railroad Tycoon 2: Platinum,63,307,82.97%,78.16%
3218,243160,Mushroom 11,71,340,82.73%,78.16%
3219,272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,903,"3,512",79.55%,78.15%
3220,111100,Snuggle Truck,74,352,82.63%,78.14%
3221,423490,Air Missions: HIND,24,140,85.37%,78.13%
3222,457890,TumbleSeed,5,49,90.74%,78.13%
3223,418120,Cally's Caves 3,45,231,83.70%,78.12%
3224,306550,Runers,35,188,84.30%,78.10%
3225,255520,Viscera Cleanup Detail: Shadow Warrior,328,"1,342",80.36%,78.09%
3226,466910,Worm.is: The Game,820,"3,191",79.56%,78.09%
3227,320150,Deadlings - Rotten Edition,43,222,83.77%,78.08%
3228,63700,BIT.TRIP BEAT,132,583,81.54%,78.07%
3229,452540,Skylar & Plux: Adventure On Clover Island,13,89,87.25%,78.07%
3230,403180,Draw a Stickman: EPIC 2,30,166,84.69%,78.07%
3231,212070,Star Conflict,"2,031","7,644",79.01%,78.06%
3232,32630,Delta Force 2,16,103,86.55%,78.05%
3233,351100,Niffelheim,62,301,82.92%,78.05%
3234,278910,Interplanetary,133,586,81.50%,78.04%
3235,46480,Still Life,75,354,82.52%,78.04%
3236,517320,GunGirl 2,6,54,90.00%,78.02%
3237,269950,X-Plane 11,91,418,82.12%,78.01%
3238,310490,Crookz - The Big Heist,18,112,86.15%,78.01%
3239,454650,DRAGON BALL XENOVERSE 2,"1,111","4,246",79.26%,77.99%
3240,351800,Dev Guy,344,"1,394",80.21%,77.98%
3241,258890,Type:Rider,255,"1,056",80.55%,77.98%
3242,394310,Punch Club,"1,253","4,761",79.17%,77.97%
3243,70900,Star Ruler,40,208,83.87%,77.97%
3244,443860,Riptide GP: Renegade,10,74,88.10%,77.96%
3245,272060,Serena,"1,055","4,029",79.25%,77.95%
3246,232770,POSTAL,437,"1,742",79.94%,77.95%
3247,433600,A Legend of Luca,25,143,85.12%,77.95%
3248,313120,Stranded Deep,"3,791","13,955",78.64%,77.94%
3249,556340,King Kaiju,9,69,88.46%,77.94%
3250,18050,DeathSpank: Thongs Of Virtue,17,107,86.29%,77.94%
3251,410970,Master of Orion 1,4,43,91.49%,77.93%
3252,221830,The Book of Unwritten Tales: The Critter Chronicles,42,216,83.72%,77.93%
3253,587000,First Strike Final Hour,31,169,84.50%,77.93%
3254,343100,Overture,182,773,80.94%,77.93%
3255,334300,Fake Colours,14,93,86.92%,77.93%
3256,458480,Mythic Wonders: The Philosopher's Stone,14,93,86.92%,77.93%
3257,555940,Fairyland: Fairy Power,8,64,88.89%,77.93%
3258,536990,Redie,4,43,91.49%,77.93%
3259,109600,Neverwinter,"4,263","15,648",78.59%,77.93%
3260,454900,Amaranthine,4,43,91.49%,77.93%
3261,428830,Save the Dodos,8,64,88.89%,77.93%
3262,362930,Garfield Kart,214,896,80.72%,77.93%
3263,552970,Sumoman,8,64,88.89%,77.93%
3264,356090,Machineers,1,25,96.15%,77.92%
3265,542290,Da Capo 3 R,1,25,96.15%,77.92%
3266,441230,Babel: Tower to the Gods,1,25,96.15%,77.92%
3267,412480,Turtle Odyssey,1,25,96.15%,77.92%
3268,428460,Kings of Israel,1,25,96.15%,77.92%
3269,29800,Caster,867,"3,333",79.36%,77.92%
3270,496990,Ghost Sweeper,1,25,96.15%,77.92%
3271,560720,Dark Angels: Masquerade of Shadows,1,25,96.15%,77.92%
3272,250560,Fight The Dragon,222,926,80.66%,77.92%
3273,407300,The Last NightMary - A Lenda do Cabeça de Cuia,71,335,82.51%,77.90%
3274,224220,Pressure,357,"1,436",80.09%,77.89%
3275,436110,Medusa's Labyrinth,172,732,80.97%,77.88%
3276,262960,Castle In The Darkness,158,678,81.10%,77.88%
3277,327030,Worms W.M.D,246,"1,015",80.49%,77.87%
3278,280520,Crea,141,611,81.25%,77.86%
3279,445770,Airport Madness 3D,22,129,85.43%,77.86%
3280,275290,Graviteam Tactics: Operation Star,55,269,83.02%,77.85%
3281,347670,Karate Master 2 Knock Down Blow,70,330,82.50%,77.85%
3282,18820,Zero Gear,144,622,81.20%,77.84%
3283,260160,The Last Tinker: City of Colors,81,374,82.20%,77.83%
3284,12160,Midnight Club II,84,386,82.13%,77.83%
3285,204060,Superbrothers: Sword & Sworcery EP,402,"1,598",79.90%,77.82%
3286,270790,Etherlords II,25,142,85.03%,77.82%
3287,466980,Can't Drive This,25,142,85.03%,77.82%
3288,368640,htoL#NiQ: The Firefly Diary,23,133,85.26%,77.80%
3289,9000,Wolfenstein 3D: Spear of Destiny,23,133,85.26%,77.80%
3290,461430,EmergeNYC,109,484,81.62%,77.79%
3291,336420,Bloodsports.TV,56,272,82.93%,77.78%
3292,248730,A Walk in the Dark,58,280,82.84%,77.77%
3293,448290,Nefarious,37,193,83.91%,77.77%
3294,553590,Hot Squat,3,37,92.50%,77.76%
3295,358810,Luckslinger,11,78,87.64%,77.76%
3296,620530,Mirt. Tales of the Cold Land,5,48,90.57%,77.76%
3297,449510,The Crow's Eye,3,37,92.50%,77.76%
3298,320090,This Starry Midnight We Make,3,37,92.50%,77.76%
3299,339590,Crowman & Wolfboy,3,37,92.50%,77.76%
3300,328780,Vampires: Guide Them to Safety!,3,37,92.50%,77.76%
3301,369560,The Story Goes On,11,78,87.64%,77.76%
3302,326720,Instant Dungeon!,24,137,85.09%,77.75%
3303,251530,Anomaly Korea,81,372,82.12%,77.74%
3304,423590,The Little Acre,14,92,86.79%,77.74%
3305,300400,Unpossible,10,73,87.95%,77.71%
3306,352620,Porcunipine,10,73,87.95%,77.71%
3307,285160,LEGO® The Hobbit™,538,"2,090",79.53%,77.71%
3308,40320,Rush for Berlin: Gold Edition,10,73,87.95%,77.71%
3309,287960,Yomi,10,73,87.95%,77.71%
3310,516840,The Tale of Doris and the Dragon - Episode 1,2,31,93.94%,77.70%
3311,473530,Slime-san,16,101,86.32%,77.70%
3312,543140,Legend of Merchant,84,383,82.01%,77.70%
3313,548230,SPINGUN,2,31,93.94%,77.70%
3314,342920,Toto Temple Deluxe,2,31,93.94%,77.70%
3315,531180,AIRHEART,2,31,93.94%,77.70%
3316,97120,Kohan: Ahriman's Gift,2,31,93.94%,77.70%
3317,310390,Advanced Tactics Gold,6,53,89.83%,77.68%
3318,371190,Making History: The Calm and the Storm Gold Edition,9,68,88.31%,77.67%
3319,461910,Forge of Gods (RPG),449,"1,758",79.66%,77.67%
3320,237310,Elsword,"1,140","4,270",78.93%,77.66%
3321,355270,199X,33,175,84.13%,77.66%
3322,525040,The Disney Afternoon Collection,8,63,88.73%,77.65%
3323,448400,Hidden Object 6-in-1 bundle,7,58,89.23%,77.65%
3324,499960,The Sunset,8,63,88.73%,77.65%
3325,342530,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,8,63,88.73%,77.65%
3326,266390,Farm for your Life,84,382,81.97%,77.65%
3327,386070,Planetary Annihilation: TITANS,863,"3,264",79.09%,77.64%
3328,99910,Puzzle Pirates,210,866,80.48%,77.64%
3329,400790,The Juicer,21,123,85.42%,77.63%
3330,308580,Orborun,67,314,82.41%,77.63%
3331,216110,Tiny Troopers,141,603,81.05%,77.62%
3332,315830,Daedalus - No Escape,15,96,86.49%,77.62%
3333,214950,Total War: ROME II - Emperor Edition,"7,059","25,217",78.13%,77.61%
3334,306040,The Howler,371,"1,465",79.79%,77.61%
3335,32160,Zombie Bowl-O-Rama,31,166,84.26%,77.61%
3336,462200,Dungetris,31,166,84.26%,77.61%
3337,259570,Eden Star :: Destroy - Build - Protect,131,564,81.15%,77.61%
3338,247580,Magicka: Wizards of the Square Tablet,36,187,83.86%,77.60%
3339,581640,Numberline,12,82,87.23%,77.59%
3340,230190,War for the Overworld,669,"2,552",79.23%,77.58%
3341,501590,Bulletstorm: Full Clip Edition,75,345,82.14%,77.58%
3342,104600,Portal 2 - The Final Hours,73,337,82.20%,77.58%
3343,314010,Boid,110,482,81.42%,77.58%
3344,205890,Chronicle: RuneScape Legends,331,"1,314",79.88%,77.57%
3345,288040,Actual Sunlight,61,289,82.57%,77.57%
3346,324070,iO,20,118,85.51%,77.55%
3347,280010,Gunjitsu,184,764,80.59%,77.55%
3348,264560,Quest for Infamy,14,91,86.67%,77.54%
3349,229480,Dungeons & Dragons: Chronicles of Mystara,142,604,80.97%,77.54%
3350,319270,Great Permutator,11,77,87.50%,77.53%
3351,530020,World to the West,11,77,87.50%,77.53%
3352,514580,Cooking Witch,16,100,86.21%,77.52%
3353,329690,BasketBelle,16,100,86.21%,77.52%
3354,265690,NaissanceE,171,713,80.66%,77.51%
3355,437090,Wobbly Jungle,4,42,91.30%,77.51%
3356,284890,Left in the Dark: No One on Board,61,288,82.52%,77.51%
3357,538840,City Climber,4,42,91.30%,77.51%
3358,13000,Ninja Reflex: Steamworks Edition,4,42,91.30%,77.51%
3359,470210,Rocketbirds 2 Evolution,27,148,84.57%,77.50%
3360,488660,Just Deserts,21,122,85.31%,77.49%
3361,324740,The Warlock of Firetop Mountain,24,135,84.91%,77.48%
3362,255320,Edna & Harvey: The Breakout,113,491,81.29%,77.48%
3363,105800,PixelJunk Eden,123,529,81.13%,77.47%
3364,264340,Major Mayhem,39,198,83.54%,77.46%
3365,271550,Tribloos 2,28,152,84.44%,77.46%
3366,415030,One More Dungeon,66,307,82.31%,77.46%
3367,558600,Beyond Despair,19,113,85.61%,77.45%
3368,304050,Trove,"10,883","38,287",77.87%,77.44%
3369,362810,Fighties,41,206,83.40%,77.44%
3370,371300,Knee Deep,17,104,85.95%,77.43%
3371,512470,The Pirate: Caribbean Hunt,376,"1,468",79.61%,77.43%
3372,42850,Arsenal of Democracy,22,126,85.14%,77.43%
3373,470260,Event[0],204,833,80.33%,77.42%
3374,492500,Heroes of the Monkey Tavern,9,67,88.16%,77.41%
3375,381870,Koala Kids,9,67,88.16%,77.41%
3376,285420,Deadly Sin 2,9,67,88.16%,77.41%
3377,434050,Duke Nukem 3D: 20th Anniversary World Tour,67,310,82.23%,77.40%
3378,262590,Chucks Challenge 3D,23,130,84.97%,77.39%
3379,348300,Chip's Challenge 2,5,47,90.38%,77.38%
3380,319170,G-Force,5,47,90.38%,77.38%
3381,327670,Ironcast,101,442,81.40%,77.38%
3382,355400,Diesel Guns,5,47,90.38%,77.38%
3383,397570,Shmadow,32,168,84.00%,77.37%
3384,527340,What The Box?,84,376,81.74%,77.37%
3385,217290,Din's Curse,18,108,85.71%,77.36%
3386,63000,HOARD,144,605,80.77%,77.35%
3387,324570,Halo: Spartan Strike,79,356,81.84%,77.34%
3388,511800,ONRAID,191,781,80.35%,77.34%
3389,10130,TimeShift,123,525,81.02%,77.33%
3390,257120,Not The Robots,98,429,81.40%,77.32%
3391,71240,SEGA Bass Fishing,47,229,82.97%,77.32%
3392,439250,Space Pilgrim Episode III: Delta Pavonis,29,155,84.24%,77.32%
3393,366870,Narcosis,29,155,84.24%,77.32%
3394,350970,Planet of the Eyes,50,241,82.82%,77.32%
3395,209670,Cortex Command,338,"1,320",79.61%,77.31%
3396,531680,8-Bit Invaders!,25,138,84.66%,77.31%
3397,9160,Master Levels for DOOM II,37,188,83.56%,77.30%
3398,318600,The Flame in the Flood,296,"1,166",79.75%,77.30%
3399,572410,Steel Division: Normandy 44,427,"1,642",79.36%,77.30%
3400,259130,Wasteland 1 - The Original Classic,38,192,83.48%,77.29%
3401,327890,I am Bread,965,"3,560",78.67%,77.28%
3402,541230,Alien Shooter TD,31,163,84.02%,77.28%
3403,24720,Spore: Galactic Adventures,349,"1,356",79.53%,77.26%
3404,492870,FIVE: Champions of Canaan,3,36,92.31%,77.26%
3405,588290,Goalie Challenge VR,3,36,92.31%,77.26%
3406,522020,Blue Effect VR,13,85,86.73%,77.24%
3407,281750,Munin,48,232,82.86%,77.24%
3408,282590,Star Ruler 2,105,454,81.22%,77.24%
3409,3990,Sid Meier's Civilization IV: Warlords,13,85,86.73%,77.24%
3410,253980,Enclave,997,"3,662",78.60%,77.22%
3411,24840,Medal of Honor: Airborne,298,"1,168",79.67%,77.22%
3412,490870,Weird Hero,10,71,87.65%,77.21%
3413,375250,Pizza Express,21,120,85.11%,77.19%
3414,223750,DCS World,827,"3,056",78.70%,77.19%
3415,366040,Iggy's Egg Adventure,21,120,85.11%,77.19%
3416,524690,Bitslap,0,17,100%,77.19%
3417,460970,Soulcaster: Part I & II,0,17,100%,77.19%
3418,413580,Reverse x Reverse,0,17,100%,77.19%
3419,610130,UltraGoodness,0,17,100%,77.19%
3420,578900,Demonheart,1,24,96.00%,77.19%
3421,572020,Darwin's Demons,0,17,100%,77.19%
3422,496120,LaserCat,0,17,100%,77.19%
3423,406920,Monsterland,1,24,96.00%,77.19%
3424,466900,Hide & Spook: The Haunted Alchemist,0,17,100%,77.19%
3425,562330,Dwarflings,1,24,96.00%,77.19%
3426,500790,Moribund,0,17,100%,77.19%
3427,564810,Ticket,0,17,100%,77.19%
3428,362940,Courier of the Crypts,1,24,96.00%,77.19%
3429,520150,A Midsummer Night's Choice,0,17,100%,77.19%
3430,523170,ShotForge,1,24,96.00%,77.19%
3431,612590,Mouse Playhouse,0,17,100%,77.19%
3432,510040,A Matter of Murder,0,17,100%,77.19%
3433,355370,Vidar,1,24,96.00%,77.19%
3434,580590,Cublast HD,1,24,96.00%,77.19%
3435,554290,Himawari - The Sunflower -,0,17,100%,77.19%
3436,520750,DWVR,0,17,100%,77.19%
3437,471810,Death Squared,1,24,96.00%,77.19%
3438,289200,Ascension to the Throne,25,137,84.57%,77.18%
3439,45770,Dead Rising 2: Off the Record,247,979,79.85%,77.17%
3440,37400,"Time Gentlemen, Please!",105,452,81.15%,77.16%
3441,612070,Kio's Adventure,110,471,81.07%,77.16%
3442,15310,The Settlers: Heritage of Kings,16,98,85.96%,77.15%
3443,112100,Avadon: The Black Fortress,64,294,82.12%,77.15%
3444,417890,Apotheon Arena,157,647,80.47%,77.15%
3445,319470,Ninja Pizza Girl,26,141,84.43%,77.15%
3446,386260,Microcosmum: survival of cells,112,478,81.02%,77.14%
3447,409730,Death by Game Show,12,80,86.96%,77.14%
3448,8500,EVE Online,"1,485","5,347",78.26%,77.13%
3449,404180,Club Life,9,66,88.00%,77.13%
3450,447190,Pub Encounter,9,66,88.00%,77.13%
3451,403190,Planetbase,875,"3,212",78.59%,77.12%
3452,556820,Warbands: Bushido,57,266,82.35%,77.11%
3453,1630,Disciples II: Rise of the Elves,74,332,81.77%,77.10%
3454,608370,Drums Hero,2,30,93.75%,77.10%
3455,555320,Never give up!,2,30,93.75%,77.10%
3456,416180,Gun Bombers,2,30,93.75%,77.10%
3457,438000,PIXELMAN,2,30,93.75%,77.10%
3458,588890,Heroes of Arca,2,30,93.75%,77.10%
3459,425720,Cloudlands : VR Minigolf,38,190,83.33%,77.10%
3460,516580,DYSTORIA,2,30,93.75%,77.10%
3461,262790,Our Darker Purpose,119,503,80.87%,77.09%
3462,306130,The Elder Scrolls Online: Tamriel Unlimited,"5,078","17,700",77.71%,77.08%
3463,226820,Nancy Drew: Ghost of Thornton Hall,4,41,91.11%,77.06%
3464,551450,Furious Angels,4,41,91.11%,77.06%
3465,509570,In Celebration of Violence,4,41,91.11%,77.06%
3466,445750,Settled,8,61,88.41%,77.06%
3467,202070,Choplifter HD,31,161,83.85%,77.05%
3468,404550,Dead Acres,11,75,87.21%,77.04%
3469,215510,Rocketbirds: Hardboiled Chicken,394,"1,501",79.21%,77.04%
3470,277390,VIDEOBALL,15,93,86.11%,77.04%
3471,372930,New York Mysteries: Secrets of the Mafia,11,75,87.21%,77.04%
3472,464470,BloodGate,33,169,83.66%,77.03%
3473,250640,Croixleur Sigma,55,257,82.37%,77.03%
3474,215470,Primal Carnage,"1,184","4,271",78.30%,77.02%
3475,384480,Six Sides of the World,7,56,88.89%,77.01%
3476,586310,Gunman Taco Truck,7,56,88.89%,77.01%
3477,387840,Alpha Runner,35,177,83.49%,77.01%
3478,339040,Chicken Little,7,56,88.89%,77.01%
3479,600340,Turret Terminator,6,51,89.47%,76.98%
3480,389260,Lucid Trips,5,46,90.20%,76.98%
3481,531930,Dungeon Rats,28,148,84.09%,76.98%
3482,412660,Klang,5,46,90.20%,76.98%
3483,555640,Japanese School Life,6,51,89.47%,76.98%
3484,6810,Commandos: Beyond the Call of Duty,57,264,82.24%,76.98%
3485,547680,Guild Quest,202,805,79.94%,76.97%
3486,405650,Zero Reflex,29,152,83.98%,76.96%
3487,534000,Fast Action Hero,10,70,87.50%,76.95%
3488,396480,Battlevoid: Harbinger,81,356,81.46%,76.95%
3489,298110,Far Cry 4,"3,301","11,512",77.72%,76.94%
3490,307670,Hard West,321,"1,232",79.33%,76.93%
3491,373750,DinoSystem,20,114,85.07%,76.92%
3492,17440,Spore: Creepy & Cute Parts Pack,73,325,81.66%,76.92%
3493,343740,InMind VR,65,294,81.89%,76.91%
3494,2500,Shadowgrounds,219,864,79.78%,76.91%
3495,425220,ONE PIECE BURNING BLOOD,189,755,79.98%,76.90%
3496,392070,Pumped BMX +,17,101,85.59%,76.90%
3497,342980,Destination Sol,260,"1,011",79.54%,76.89%
3498,342640,Pixel Privateers,140,575,80.42%,76.89%
3499,115120,Iron Brigade,101,430,80.98%,76.88%
3500,9200,RAGE,"2,014","7,086",77.87%,76.88%
3501,497180,Street Legal Racing: Redline v2.3.1,155,630,80.25%,76.88%
3502,367270,Angels Fall First,161,652,80.20%,76.88%
3503,363440,Mega Man Legacy Collection,240,938,79.63%,76.87%
3504,325090,Deep Dungeons of Doom,72,320,81.63%,76.86%
3505,356390,The Slaughter: Act One,9,65,87.84%,76.85%
3506,461010,Roll'd,29,151,83.89%,76.84%
3507,319850,Bridge Constructor Medieval,48,227,82.55%,76.84%
3508,330180,Pix the Cat,46,219,82.64%,76.83%
3509,349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"1,974","6,924",77.82%,76.81%
3510,521630,Toadled,33,167,83.50%,76.81%
3511,25700,Madballs in...Babo: Invasion,37,183,83.18%,76.80%
3512,461820,Legionwood: Tale of the Two Swords,13,83,86.46%,76.80%
3513,364640,FreeCell Quest,24,130,84.42%,76.79%
3514,41900,The Bard's Tale,105,442,80.80%,76.76%
3515,617700,Weed Shop 2,8,60,88.24%,76.75%
3516,18020,"On the Rain-Slick Precipice of Darkness, Episode Two",20,113,84.96%,76.75%
3517,497450,Blortasia,3,35,92.11%,76.74%
3518,282100,Fearless Fantasy,84,363,81.21%,76.73%
3519,16600,Trials 2: Second Edition,30,154,83.70%,76.71%
3520,359920,Highlands,31,158,83.60%,76.71%
3521,486690,Pastelia Stories,58,264,81.99%,76.71%
3522,428690,Youtubers Life,"1,564","5,493",77.84%,76.71%
3523,431450,Alchemist's Awakening,31,158,83.60%,76.71%
3524,312780,Way of the Samurai 4,194,765,79.77%,76.71%
3525,269030,The Yawhg,200,785,79.70%,76.68%
3526,552450,Serious Sam VR: The First Encounter,48,225,82.42%,76.68%
3527,9480,Saints Row 2,"2,136","7,417",77.64%,76.67%
3528,330820,2064: Read Only Memories,154,619,80.08%,76.67%
3529,561770,Just Ignore Them,7,55,88.71%,76.67%
3530,45500,Clickr,94,399,80.93%,76.66%
3531,234190,Receiver,651,"2,360",78.38%,76.65%
3532,332410,Moonchild,15,91,85.85%,76.64%
3533,299680,Tengami,220,855,79.53%,76.64%
3534,58610,Wargame: European Escalation,464,"1,711",78.67%,76.63%
3535,281610,Homeworld: Deserts of Kharak,557,"2,033",78.49%,76.63%
3536,465490,Stellar Tactics,38,185,82.96%,76.61%
3537,201330,Max Payne (IT),6,50,89.29%,76.61%
3538,380140,The Secret of Tremendous Corporation,38,185,82.96%,76.61%
3539,449440,The Big Elk,28,145,83.82%,76.60%
3540,356040,Sheltered,559,"2,036",78.46%,76.60%
3541,416130,Written in the Sky,439,"1,621",78.69%,76.60%
3542,433400,Kim,4,40,90.91%,76.60%
3543,364270,Lilly and Sasha: Curse of the Immortals,65,289,81.64%,76.59%
3544,585550,FEMINAZI: The Triggering,65,289,81.64%,76.59%
3545,33350,Anno 1404: Venice,16,95,85.59%,76.58%
3546,223280,Cut the Rope,5,45,90.00%,76.57%
3547,532840,CAYNE,121,496,80.39%,76.57%
3548,330840,Game of Thrones - A Telltale Games Series,"1,928","6,675",77.59%,76.57%
3549,460920,Steep,713,"2,560",78.22%,76.56%
3550,605500,What's under your blanket 2 !?,52,239,82.13%,76.56%
3551,424370,Wolcen: Lords of Mayhem,239,918,79.34%,76.55%
3552,289760,ROCKETSROCKETSROCKETS,99,415,80.74%,76.55%
3553,368360,60 Seconds!,798,"2,850",78.13%,76.55%
3554,224600,Defiance,"2,348","8,080",77.48%,76.55%
3555,212030,Kung Fu Strike: The Warrior's Rise,180,708,79.73%,76.54%
3556,453100,Frederic: Resurrection of Music Director's Cut,22,120,84.51%,76.54%
3557,47540,Puzzle Quest 2,49,227,82.25%,76.53%
3558,377530,侠客风云传(Tale of Wuxia),362,"1,348",78.83%,76.53%
3559,508170,BlackSmith HIT,48,223,82.29%,76.52%
3560,372800,RPG MO,327,"1,225",78.93%,76.52%
3561,485490,Dungeon Journey,23,124,84.35%,76.52%
3562,565030,Blueshift,14,86,86.00%,76.50%
3563,415740,OmniBus,27,140,83.83%,76.48%
3564,252710,The Last Express Gold Edition,27,140,83.83%,76.48%
3565,474030,The Abbey of Crime Extensum,18,103,85.12%,76.48%
3566,405530,Veer,2,29,93.55%,76.47%
3567,430410,Memoranda,2,29,93.55%,76.47%
3568,499340,Turner,2,29,93.55%,76.47%
3569,403070,Silver Creek Falls - Chapter 2,2,29,93.55%,76.47%
3570,372690,Chiptune Champion,31,156,83.42%,76.47%
3571,347730,Wait - Extended,2,29,93.55%,76.47%
3572,209540,Strike Suit Zero,299,"1,124",78.99%,76.47%
3573,544530,Escape Bloody Mary,2,29,93.55%,76.47%
3574,589870,Learn to Fly 3,79,339,81.10%,76.45%
3575,381900,Bard's Gold,8,59,88.06%,76.44%
3576,269790,DreadOut,419,"1,538",78.59%,76.44%
3577,369400,Let the Cat In,200,775,79.49%,76.44%
3578,488960,Star Vikings,1,23,95.83%,76.41%
3579,395930,Farm Frenzy: Heave Ho,1,23,95.83%,76.41%
3580,358030,Another Star,1,23,95.83%,76.41%
3581,366590,Prompt,1,23,95.83%,76.41%
3582,551580,Goblin and Coins,1,23,95.83%,76.41%
3583,378530,Nature's Zombie Apocalypse,1,23,95.83%,76.41%
3584,388260,Super Slam Dunk Touchdown,1,23,95.83%,76.41%
3585,420570,Cubixx HD,1,23,95.83%,76.41%
3586,388970,iZBOT,10,68,87.18%,76.40%
3587,44100,Super Laser Racer,10,68,87.18%,76.40%
3588,257970,Loren The Amazon Princess,79,338,81.06%,76.39%
3589,207570,English Country Tune,55,248,81.85%,76.38%
3590,326120,Horizon Shift,36,175,82.94%,76.38%
3591,287070,Battle Academy,16,94,85.45%,76.38%
3592,411000,Sorcery! Parts 1 & 2,34,167,83.08%,76.37%
3593,537340,Guts and Glory,63,278,81.52%,76.37%
3594,299360,Block N Load,"2,616","8,880",77.24%,76.36%
3595,9060,HeXen II,25,131,83.97%,76.35%
3596,340310,Teddy Floppy Ear - Kayaking,62,274,81.55%,76.35%
3597,449530,Grand Pigeon's Duty,53,240,81.91%,76.35%
3598,365770,Volume,82,348,80.93%,76.34%
3599,423580,Project Highrise,193,746,79.45%,76.34%
